Restaurant ID,Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Rating_category,cost_per_person,is_expensive,Country
9961,McDonald's,1,New Delhi,77.22333167,28.65664,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,42,Good,250.0,0,India
312925,Natraj Cafe,1,New Delhi,77.2305013,28.6561992,"North Indian, Fast Food, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,21,Good,150.0,0,India
18342132,Padam Chaat Corner,1,New Delhi,77.23,28.66,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,Good,50.0,0,India
18323461,Pandit Ved Prakash Lemon Wale,1,New Delhi,77.2268188,28.6565647,"Beverages, Street Food",50,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11,Good,25.0,0,India
5466,Pt. Babu Ram Devi Dayal Paranthe Wale,1,New Delhi,77.2307138,28.6560495,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,53,Good,75.0,0,India
18232088,Rabri Bhandar,1,New Delhi,77.2305013,28.6561097,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,7,Good,75.0,0,India
304743,Ram Parshad Makhan Lal,1,New Delhi,77.2155012,28.6625615,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,23,Good,50.0,0,India
18128897,Rambhoj,1,New Delhi,77.2324772,28.6562981,"North Indian, South Indian",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,Poor,75.0,0,India
18211151,Rehmatullah's Hotel,1,New Delhi,77.233555,28.6491441,Mughlai,100,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,5,Good,50.0,0,India
5460,Sharma Bhojnalay,1,New Delhi,77.2306151,28.6559026,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,9,Good,50.0,0,India
311492,Shree Balaji Chaat Bhandar,1,New Delhi,77.2320281,28.656524,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16,Good,50.0,0,India
303643,Shri Duli Chand Naresh Gupta,1,New Delhi,77.2269535,28.6476635,Desserts,100,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,18,Good,50.0,0,India
9156,Shri Hari Sharnam,1,New Delhi,77.222732,28.6577424,"North Indian, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14,Good,200.0,0,India
9160,Sindhi Chicken,1,New Delhi,77.2316689,28.6573856,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,Poor,200.0,0,India
18235302,Soni Bhojnalaya,1,New Delhi,77.223481,28.657748,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,Good,150.0,0,India
9157,Super Restaurant,1,New Delhi,77.2320281,28.6567032,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,Poor,125.0,0,India
9159,Tiwari Ji Confectioner,1,New Delhi,77.2306809,28.6561268,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,5,Good,50.0,0,India
6706,Wah Ji Wah,1,New Delhi,77.2328586,28.6562478,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,59,Poor,225.0,0,India
18082089,Zaika Mughlai Foods,1,New Delhi,77.2233607,28.6566379,"Mughlai, Biryani",550,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,10,Good,275.0,0,India
312693,Al Yousuf,1,New Delhi,77.2254715,28.6551819,Mughlai,200,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,30,Good,100.0,0,India
308209,Amritsari Lassi Wala,1,New Delhi,77.2234007,28.6567084,Beverages,100,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,112,Good,50.0,0,India
306017,Annapurna Bhandar,1,New Delhi,77.2323664,28.6563295,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,59,Good,50.0,0,India
304737,Bishan Swaroop Chaat Bhandar,1,New Delhi,77.2309504,28.6561525,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,40,Good,75.0,0,India
308318,Gole Hatti,1,New Delhi,77.2230342,28.6572505,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,116,Good,75.0,0,India
552,Haldiram's,1,New Delhi,77.2316689,28.6563106,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,444,Good,300.0,0,India
6704,Kanwarji's,1,New Delhi,77.2307707,28.6562249,"Street Food, Chinese, North Indian, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,163,Good,150.0,0,India
309722,Kedarnath Prem Chand Halwai,1,New Delhi,77.229983,28.6556971,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,19,Good,50.0,0,India
18286206,Keventers,1,New Delhi,77.2314893,28.6562039,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,63,Good,200.0,0,India
308894,Khan Omelette Corner,1,New Delhi,77.2215109,28.6551982,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,43,Good,75.0,0,India
7545,Natraj Dahi Bhalle Wala,1,New Delhi,77.2305013,28.6561992,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,1487,Good,50.0,0,India
9165,Old Famous Jalebi Wala,1,New Delhi,77.233555,28.6561321,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,752,Good,50.0,0,India
5458,Pt. Gaya Prasad Shiv Charan Paranthe Wale,1,New Delhi,77.2304115,28.6561011,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,437,Good,75.0,0,India
5467,Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,1,New Delhi,77.2304674,28.6560207,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,297,Good,75.0,0,India
9161,Shiv Misthan Bhandar,1,New Delhi,77.2243039,28.6568622,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,76,Good,50.0,0,India
302869,Special Jalebi Wala,1,New Delhi,77.2320562,28.6566115,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,21,Good,50.0,0,India
1889,Tewari Bros Confectioners,1,New Delhi,77.2266392,28.6566371,"Street Food, North Indian, South Indian, Mithai",200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,51,Good,100.0,0,India
18466395,Annapurna Chaat & Sweets,1,New Delhi,77.2315132,28.6562432,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,Poor,50.0,0,India
18469682,Delhi-6 The Chicken Planet,1,New Delhi,0.0,0.0,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,150.0,0,India
18466396,Dessi Food,1,New Delhi,77.2319961,28.6574304,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,50.0,0,India
18466402,Foody Dragon,1,New Delhi,77.2319612,28.6572972,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,150.0,0,India
302859,Grover Eating Point,1,New Delhi,77.2352925,28.6570185,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,Poor,100.0,0,India
308533,Hotel 121 Shakahari,1,New Delhi,77.2234506,28.657811,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,Poor,150.0,0,India
18462596,Lala Chaap Corner,1,New Delhi,77.233113,28.6526767,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,100.0,0,India
18333489,Meghraj & Sons,1,New Delhi,77.2233158,28.6565888,"Street Food, Mithai",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,Poor,100.0,0,India
18408052,Old Kheer Shop,1,New Delhi,77.225538,28.65045,Desserts,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,Poor,50.0,0,India
302871,Punjabi Chicken,1,New Delhi,77.2316689,28.6573856,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,200.0,0,India
18425711,Ratan Singh,1,New Delhi,77.2338244,28.6531118,Mithai,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,25.0,0,India
310678,Shri Bhujia Bhandar,1,New Delhi,0.0,0.0,"Street Food, Mithai",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,Poor,50.0,0,India
300178,Chaina Ram Sindhi Confectioners,1,New Delhi,77.2235803,28.6566622,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,4.2,Green,Very Good,382,Excellent,100.0,0,India
1155,Giani's di Hatti,1,New Delhi,77.2233575,28.6579744,"Ice Cream, Mithai, North Indian, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,4.3,Green,Very Good,521,Excellent,75.0,0,India
9166,Jung Bahadur Kachori Wala,1,New Delhi,77.2298726,28.6556914,Street Food,50,Indian Rupees(Rs.),No,Yes,No,No,1,4.1,Green,Very Good,405,Excellent,25.0,0,India
18264992,Lakhori - Haveli Dharampura,1,New Delhi,77.2322078,28.653316,"Mughlai, Street Food",3000,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,305,Excellent,1500.0,1,India
18282012,Milk n More,1,New Delhi,77.2310851,28.650566,"Desserts, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,6,Good,50.0,0,India
303642,Kuremal Mohan Lal Kulfi Wale,1,New Delhi,77.2270433,28.6477617,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,4.5,Dark Green,Excellent,545,Excellent,100.0,0,India
18281967,Hira Chaat Corner,1,New Delhi,77.2293337,28.6501751,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,18,Good,50.0,0,India
18082228,Kuremal Mahavir Prasad Kulfi Wale,1,New Delhi,77.2268188,28.6476059,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,36,Good,150.0,0,India
301287,Shakahari Restaurant,1,New Delhi,77.2270883,28.649513,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,185,Good,150.0,0,India
308192,Shri Gujrat Namkeen Bhandar,1,New Delhi,77.2293345,28.6501776,"Street Food, Mithai",100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,27,Good,50.0,0,India
306015,Standard Sweets,1,New Delhi,77.2273577,28.6494491,"Mithai, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,31,Good,100.0,0,India
311002,Sudarshan,1,New Delhi,77.2302935,28.6504067,"Street Food, Beverages",150,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,54,Good,75.0,0,India
313511,Ustad Moinuddin Kebab,1,New Delhi,77.2261003,28.6498667,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,21,Good,50.0,0,India
311022,Ashok Chaat Corner,1,New Delhi,77.2268745,28.6493909,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,118,Excellent,50.0,0,India
303644,Jain Coffee House,1,New Delhi,77.2295582,28.65051,"Fast Food, Beverages",150,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,169,Excellent,75.0,0,India
307218,Shyam Sweets,1,New Delhi,77.2303113,28.6504756,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,200,Excellent,75.0,0,India
304018,Spicy Food Court,1,New Delhi,77.16154855,28.49562447,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,23,Poor,250.0,0,India
18239781,Aristocrat Sweet Shop,1,New Delhi,77.24861238,28.5400835,"Mithai, Bakery",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,Good,150.0,0,India
18364354,Balluchi's - The Royal Cuisine,1,New Delhi,77.2518548,28.5399184,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.0,Orange,Average,4,Good,400.0,0,India
18175256,Bunty Dhaba,1,New Delhi,77.25204963,28.53972535,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,26,Good,250.0,0,India
7623,Gopal's Restaurant & Caterer's,1,New Delhi,77.24894397,28.54027996,"North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,22,Poor,150.0,0,India
17953899,Horn Please,1,New Delhi,77.2564223,28.5374979,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,Yes,No,3,3.0,Orange,Average,70,Good,500.0,0,India
309756,Khatey Raho,1,New Delhi,77.2488511,28.5401398,"North Indian, Mughlai, Fast Food, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,26,Good,125.0,0,India
2595,Kolkata Biryani House,1,New Delhi,77.24887993,28.54032355,"North Indian, Mughlai, Biryani",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,404,Good,250.0,0,India
7620,Kolkata Hot Kathi Roll,1,New Delhi,77.2485628,28.5401027,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,35,Good,75.0,0,India
309161,Madly Bangalee,1,New Delhi,77.2533122,28.5363941,"Mughlai, North Indian, Bengali, Continental",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,135,Poor,200.0,0,India
18249081,Oh! China,1,New Delhi,77.24785432,28.54140536,"Chinese, Thai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,16,Poor,300.0,0,India
3632,Punjabi Zaika,1,New Delhi,77.2534878,28.5364501,"Chinese, Mughlai, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,39,Poor,250.0,0,India
7602,Rabi Snacks Corner,1,New Delhi,77.24898689,28.5401377,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,18,Good,150.0,0,India
1712,Republic of Chicken,1,New Delhi,77.2534614,28.5364925,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,29,Poor,200.0,0,India
300984,Roll n Roast,1,New Delhi,77.24858187,28.54001105,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,27,Good,125.0,0,India
18429374,Roller's High,1,New Delhi,0.0,0.0,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,13,Good,250.0,0,India
18354627,Royal Chick 'N',1,New Delhi,77.2481801,28.5414227,"Mughlai, North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,18,Good,150.0,0,India
301522,Royal Kolkata Biryani,1,New Delhi,77.2487302,28.5404268,"North Indian, Chinese, Biryani",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,14,Poor,250.0,0,India
4973,Sameer's Restaurant,1,New Delhi,77.2533324,28.53629071,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,59,Poor,300.0,0,India
3504,Sanjha Chulha,1,New Delhi,77.25324858,28.53638025,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,70,Poor,275.0,0,India
18459885,Shepherd's,1,New Delhi,0.0,0.0,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,Good,125.0,0,India
301405,Soya King,1,New Delhi,77.2532497,28.5364506,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,71,Poor,175.0,0,India
18457499,Tasty Tonight,1,New Delhi,0.0,0.0,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,3.1,Orange,Average,5,Good,500.0,0,India
18445801,The Mustard,1,New Delhi,77.248798,28.540204,Bengali,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,7,Poor,250.0,0,India
18355107,Tibb's Frankie,1,New Delhi,77.2534364,28.5363915,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16,Good,125.0,0,India
18175328,Wazwaan Restaurant,1,New Delhi,77.2417726,28.5426944,"North Indian, Kashmiri",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,14,Good,600.0,0,India
7613,Yummi Kolkataa,1,New Delhi,77.248847,28.5399215,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,17,Good,75.0,0,India
7599,Annapurna Sweet House,1,New Delhi,77.25338604,28.53622797,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,55,Good,75.0,0,India
302936,Ashirbad,1,New Delhi,77.2431467,28.5408504,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,46,Good,50.0,0,India
4608,Chocolatiers - The Chocolate Boutique,1,New Delhi,77.248454,28.5371718,Desserts,100,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,112,Good,50.0,0,India
7636,Dadu Cutlet Shop,1,New Delhi,77.25329351,28.53622856,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,99,Good,50.0,0,India
18373691,Dogs & Wiches,1,New Delhi,77.2530626,28.53681321,"Continental, American, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,109,Good,300.0,0,India
7634,Maa Tara,1,New Delhi,77.2532976,28.5362306,"Bengali, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,458,Good,250.0,0,India
306028,My Spice Kitchen,1,New Delhi,77.2487359,28.5403982,"North Indian, Mughlai, Biryani, Bengali",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,443,Good,325.0,0,India
311637,The Singing Tree,1,New Delhi,77.2488222,28.5403609,Beverages,100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,33,Good,50.0,0,India
18396171,Baba Chicken Ludhiana Wale,1,New Delhi,77.24996019,28.54047929,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,200.0,0,India
18282004,Bengal Snacks,1,New Delhi,77.24868078,28.54036184,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,Poor,150.0,0,India
17989134,Brownies & More,1,New Delhi,77.2485055,28.5371328,"Bakery, Fast Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,Poor,50.0,0,India
18371396,Cafe Coffee Day,1,New Delhi,77.2530302,28.5393728,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,Poor,225.0,0,India
18396942,Craving Cure,1,New Delhi,77.2533385,28.5366561,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,Poor,150.0,0,India
18311930,Cuisine,1,New Delhi,77.2417726,28.5426944,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated,1,Poor,750.0,1,India
18481320,Food Nation,1,New Delhi,0.0,0.0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,200.0,0,India
7635,Kamala Fast Food & Chinese,1,New Delhi,77.25298069,28.5359835,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,Poor,150.0,0,India
7601,Lokenath Sweets,1,New Delhi,77.2484567,28.5371718,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,Poor,75.0,0,India
18471314,Me and My Cake,1,New Delhi,0.0,0.0,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,Poor,250.0,0,India
309080,Chulha Punjabi Da,1,New Delhi,77.25327071,28.53634285,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,41,Poor,300.0,0,India
1358,Viva Hyderabad,1,New Delhi,77.2529294,28.53692899,"Biryani, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,38,Poor,300.0,0,India
5890,Metro Grill,1,New Delhi,77.1142232,28.7168739,"North Indian, Mughlai, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,134,Good,600.0,0,India
306513,Cafe Cruise,1,New Delhi,77.1232509,28.6501775,"Continental, North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.8,Orange,Average,153,Poor,650.0,1,India
3089,Etal The Lounge Bar,1,New Delhi,77.123654,28.6502181,"North Indian, Italian, Fast Food",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,455,Good,1000.0,1,India
7061,"Game of Legends - Sports Bar, Grill, & Lounge",1,New Delhi,77.1233229,28.650366,"North Indian, Chinese, Continental, Italian",1450,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,609,Good,725.0,1,India
18466981,Al-raaya,1,New Delhi,77.220848,28.671114,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,6,Good,300.0,0,India
311093,Authentique Bites,1,New Delhi,77.2253817,28.6764039,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,17,Good,150.0,0,India
1055,Embassy,1,New Delhi,77.2252021,28.6766555,"Chinese, North Indian, Mughlai",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.0,Orange,Average,126,Good,600.0,0,India
18144470,Narang's Bake 'n' Cake,1,New Delhi,77.222238,28.7027947,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,Good,200.0,0,India
4089,New Darvesh,1,New Delhi,77.2203223,28.6976361,"Chinese, South Indian",150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,14,Good,75.0,0,India
311030,1UP,1,New Delhi,77.2252161,28.6762903,"Cafe, Italian, Continental",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,282,Good,600.0,0,India
9927,Gujarati Samaj Santushti,1,New Delhi,77.2241691,28.6722125,Gujarati,300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,95,Good,150.0,0,India
18261146,Hind Bakery & Chinese Fast Food,1,New Delhi,77.2222477,28.7028124,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,75.0,0,India
18424867,Hot Pot,1,New Delhi,77.2213398,28.7008282,Chinese,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,75.0,0,India
18361206,Punjabi Flavour,1,New Delhi,77.2212499,28.6919529,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,50.0,0,India
18424863,Saras Fast Food Feast,1,New Delhi,77.2224176,28.6726275,"North Indian, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,150.0,0,India
18361208,Shama Chicken Corner,1,New Delhi,77.2211471,28.6917878,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,Poor,150.0,0,India
18398580,The Night Owl,1,New Delhi,77.2255613,28.6765107,Chinese,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,Poor,225.0,0,India
18424871,Wimpy Sweets And Confectioners,1,New Delhi,77.2204415,28.6975181,"Bakery, Mithai",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,Poor,75.0,0,India
18245298,Boa Village,1,New Delhi,77.2252919,28.6767537,"Chinese, Japanese, Korean, Asian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,225,Excellent,750.0,1,India
2578,Anand Ji Restaurant,1,New Delhi,77.26811942,28.56171513,"Chinese, North Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,28,Good,200.0,0,India
709,Baskin Robbins,1,New Delhi,77.2683524,28.5620725,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,38,Good,150.0,0,India
1530,Bhoj Restaurant,1,New Delhi,77.26825587,28.56150782,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,54,Poor,300.0,0,India
1401,Brijwasi Restaurant,1,New Delhi,77.268392,28.56159321,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,32,Poor,200.0,0,India
602,Cafe Coffee Day - The Lounge,1,New Delhi,77.2690337,28.562628,Cafe,750,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,42,Good,375.0,0,India
18175255,Cafe Coffee Day,1,New Delhi,77.26926506,28.5624519,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,10,Poor,225.0,0,India
2245,Chaat Tadka,1,New Delhi,77.26820022,28.56128843,"North Indian, Street Food, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,27,Poor,150.0,0,India
2585,Chawla's Unique Chicken Corner,1,New Delhi,77.26839837,28.56136028,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,35,Good,300.0,0,India
908,Dawat Khana,1,New Delhi,77.2688013,28.562384,"North Indian, Mughlai, Chinese",1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.5,Orange,Average,82,Poor,800.0,1,India
924,Eat n Joy,1,New Delhi,77.2684871,28.5614129,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,24,Good,250.0,0,India
7715,Khan Chicken Biryani,1,New Delhi,77.26784986,28.56181849,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,14,Poor,250.0,0,India
9476,Kolkata Roll,1,New Delhi,77.2685365,28.56132406,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,16,Poor,100.0,0,India
7686,R. Ahmad Food,1,New Delhi,77.269169,28.562686,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,11,Good,225.0,0,India
305621,Sab Ke Khatir,1,New Delhi,77.268562,28.560994,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,14,Good,300.0,0,India
1324,Bon Bon Pastry Shop,1,New Delhi,77.26831857,28.56217362,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,91,Good,75.0,0,India
927,Moksha,1,New Delhi,77.26906691,28.56231173,North Indian,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,110,Good,700.0,1,India
